FEATURE,FEATURE2,NAME,POP 2010,COUNTY,COUNTY FIPS,STATE,STATE FIPS,LATITUDE,LONGITUDE
Civil,County Seat,Prineville,9253,Crook,013,OR,41,44.2998485,-120.8344664
Civil,County Seat,Logan,48174,Cache,005,UT,49,41.7354862,-111.834388
Civil,-999,Basalt,3857,Eagle,037,CO,08,39.3688731,-107.0328242
Civil,-999,Moroni,1423,Sanpete,039,UT,49,39.5249615,-111.5904725
Civil,County Seat,Littleton,41737,Arapahoe,005,CO,08,39.613321,-105.0166498
Civil,County Seat,Fillmore,2435,Millard,027,UT,49,38.9688524,-112.3235487
Civil,-999,Mill Valley,13903,Marin,041,CA,06,37.9060368,-122.5449763
Civil,-999,Hercules,24060,Contra Costa,013,CA,06,38.0171441,-122.2885808
Civil,County Seat,Merced,78958,Merced,047,CA,06,37.3021633,-120.4829677
Civil,-999,Firebaugh,7549,Fresno,019,CA,06,36.8588376,-120.4560072
Civil,County Seat,Nowata,3731,Nowata,105,OK,40,36.7045924,-95.66181719
Civil,-999,Ridgecrest,27616,Kern,029,CA,06,35.6224561,-117.6708966
Civil,-999,Bishop Hills,193,Potter,375,TX,48,35.2597744,-101.9504679
Civil,County Seat,Lawton,96867,Comanche,031,OK,40,34.6126328,-98.41411359
Civil,-999,La CaÃ±ada Flintridge,20246,Los Angeles,037,CA,06,34.1991718,-118.1878507
Civil,-999,El Mirage,31797,Maricopa,013,AZ,04,33.6130942,-112.3246042
Civil,County Seat,Paris,25171,Lamar,277,TX,48,33.6609389,-95.555513
Civil,-999,Eunice,2922,Lea,025,NM,35,32.4373434,-103.1590798
Civil,-999,Rhome,1522,Wise,497,TX,48,33.0534563,-97.4719662
Civil,-999,Mesquite,139824,Dallas,113,TX,48,32.7667955,-96.5991593
Civil,County Seat,Roby,643,Fisher,151,TX,48,32.7448315,-100.3776067
Civil,-999,Rio Vista,873,Johnson,251,TX,48,32.2334808,-97.3744605
Civil,-999,Midlothian,18037,Ellis,139,TX,48,32.482361,-96.9944489
Civil,-999,Gorman,1083,Eastland,133,TX,48,32.2137484,-98.6706106
Civil,-999,Ranger,2468,Eastland,133,TX,48,32.4698522,-98.6789477
Civil,-999,Moore Station,201,Henderson,213,TX,48,32.181821,-95.5669032
Civil,-999,Novice,139,Coleman,083,TX,48,31.9895873,-99.6236862
Civil,-999,Robinson,10509,McLennan,309,TX,48,31.4676687,-97.1147226
Civil,-999,Mexia,7459,Limestone,293,TX,48,31.6798895,-96.482203
Civil,County Seat,Llano,3232,Llano,299,TX,48,30.7593452,-98.6750379
Civil,-999,Montgomery,621,Montgomery,339,TX,48,30.3882613,-95.6963355
Civil,-999,Panorama Village,2170,Montgomery,339,TX,48,30.3810404,-95.4935526
Civil,-999,Kyle,28016,Hays,209,TX,48,29.9891052,-97.8772267
Civil,County Seat,Houston,2099451,Harris,201,TX,48,29.7632836,-95.3632715
Civil,-999,Nassau Bay,4002,Harris,201,TX,48,29.5446753,-95.0910413
Civil,-999,New Berlin,511,Guadalupe,187,TX,48,29.4641219,-98.1011187
Civil,County Seat,George West,2445,Live Oak,297,TX,48,28.3325002,-98.1175054
Civil,-999,Gregory,1907,San Patricio,409,TX,48,27.9222444,-97.2899915
Civil,-999,Escobares,1188,Starr,427,TX,48,26.4106186,-98.9625294
Civil,-999,Mercedes,15570,Hidalgo,215,TX,48,26.1497977,-97.9136112
Civil,-999,Palmview,5460,Hidalgo,215,TX,48,26.233406,-98.3708503
Civil,-999,Dodson,124,Phillips,071,MT,30,48.3955535,-108.2442994
Civil,-999,Troy,938,Lincoln,053,MT,30,48.4632763,-115.8896167
Civil,-999,Hamilton,301,Skagit,057,WA,53,48.5214995,-121.9893146
Civil,-999,Albion,579,Whitman,075,WA,53,46.7909974,-117.2504529
Civil,-999,Wapato,4997,Yakima,077,WA,53,46.4476278,-120.4203382
Civil,-999,Wheeler,414,Tillamook,057,OR,41,45.688996,-123.8806879
Civil,-999,Tualatin,26054,Washington,067,OR,41,45.3840077,-122.7639851
Civil,-999,Toledo,3465,Lincoln,041,OR,41,44.621507,-123.9384478
Civil,-999,Dayton,757,Sheridan,033,WY,56,44.8752464,-107.2623022
Civil,-999,Teton,735,Fremont,043,ID,16,43.886579,-111.6777396
Civil,-999,Lingle,468,Goshen,015,WY,56,42.1363544,-104.345508
Civil,-999,Estes Park,5858,Larimer,069,CO,08,40.3772059,-105.5216651
Civil,-999,Thornton,118772,Adams,001,CO,08,39.8680412,-104.9719243
Civil,County Seat,Yuba City,64925,Sutter,101,CA,06,39.1404477,-121.6169108
Civil,-999,Kingston,173,Piute,031,UT,49,38.208313,-112.1877018
Civil,County Seat,Lake City,408,Hinsdale,053,CO,08,38.0299967,-107.3153335
Civil,-999,Santa Clara,6003,Washington,053,UT,49,37.1330355,-113.6541266
Civil,-999,Apple Valley,701,Washington,053,UT,49,37.0897057,-113.1243876
Civil,-999,Glendale,381,Kane,025,UT,49,37.3177609,-112.5971542
Civil,-999,Laverne,1344,Harper,059,OK,40,36.7137023,-99.91724429
Civil,-999,Hardesty,212,Texas,139,OK,40,36.6203633,-101.21449789
Civil,-999,Tulare,59278,Tulare,107,CA,06,36.2077288,-119.3473379
Civil,County Seat,Stinnett,1881,Hutchinson,233,TX,48,35.8269841,-101.4429435
Civil,-999,Sunray,1926,Moore,341,TX,48,36.0167027,-101.824616
Civil,-999,Apple Valley,69135,San Bernardino,071,CA,06,34.5008311,-117.1858759
Civil,-999,Seminole,7488,Seminole,133,OK,40,35.2284675,-96.69435609
Civil,-999,Burns Flat,2057,Washita,149,OK,40,35.3528872,-99.19414479
Civil,-999,Cowlington,155,Le Flore,079,OK,40,35.3058311,-94.7897384
Civil,-999,Amber,419,Grady,051,OK,40,35.1642889,-97.90299349
Civil,-999,Francis,315,Pontotoc,123,OK,40,34.8776437,-96.61935019
Civil,-999,Loveland,13,Tillman,141,OK,40,34.3093118,-98.79551639
Civil,-999,Randlett,438,Cotton,033,OK,40,34.1812617,-98.48744899
Civil,-999,Achille,492,Bryan,013,OK,40,33.8373817,-96.41099359
Civil,-999,Scottsdale,217385,Maricopa,013,AZ,04,33.5092103,-111.8990327
Civil,-999,Dorchester,148,Grayson,181,TX,48,33.5303861,-96.6894367
Civil,-999,Slaton,6121,Lubbock,303,TX,48,33.4373113,-101.6434915
Civil,-999,Ponder,1395,Denton,121,TX,48,33.1828974,-97.2872403
Civil,-999,Winnsboro,3434,Wood,499,TX,48,32.9573449,-95.2902224
Civil,-999,Blooming Grove,821,Navarro,349,TX,48,32.0920967,-96.715825
Civil,-999,Blum,444,Hill,217,TX,48,32.1426501,-97.3972382
Civil,-999,Trinity,2697,Trinity,455,TX,48,30.9451862,-95.375496
Civil,County Seat,San Marcos,44894,Hays,209,TX,48,29.8832749,-97.9413941
Civil,-999,Surfside Beach,482,Brazoria,039,TX,48,28.9444142,-95.2888257
Civil,-999,Sweeny,3684,Brazoria,039,TX,48,29.0388615,-95.6985608
Civil,-999,Poth,1908,Wilson,493,TX,48,29.0696917,-98.0819508
Civil,-999,Neihart,51,Cascade,013,MT,30,46.9332955,-110.7357707
Civil,-999,Tieton,1191,Yakima,077,WA,53,46.7020686,-120.7553504
Civil,-999,Manhattan,1520,Gallatin,031,MT,30,45.8565951,-111.3324599
Civil,-999,Mills,3461,Natrona,025,WY,56,42.8405206,-106.3658613
Civil,-999,Medicine Bow,284,Carbon,007,WY,56,41.8955212,-106.2047385
Civil,-999,Mead,3405,Weld,123,CO,08,40.2333174,-104.99859
Civil,-999,Silverthorne,3887,Summit,117,CO,08,39.632139,-106.074281
Civil,-999,Olney Springs,345,Crowley,025,CO,08,38.1661162,-103.9446792
Civil,-999,Cannonville,167,Garfield,017,UT,49,37.5669286,-112.0538005
Civil,County Seat,San Luis,629,Costilla,023,CO,08,37.2008483,-105.4239012
Census,-999,Brookdale,1991,Santa Cruz,087,CA,06,37.1063361,-122.1060755
Census,-999,Hon-Dah,812,Navajo,017,AZ,04,34.0859743,-109.9149519
Civil,-999,Tyrone,762,Texas,139,OK,40,36.9581404,-101.08922709
Civil,-999,Questa,1770,Taos,055,NM,35,36.7039143,-105.5950065
Civil,-999,Marland,225,Noble,103,OK,40,36.5648206,-97.17493659
Civil,-999,Tribbey,391,Pottawatomie,125,OK,40,35.1192992,-97.07714009
Civil,County Seat,Reserve,289,Catron,003,NM,35,33.7131104,-108.7578411
Civil,-999,Capitan,1489,Lincoln,027,NM,35,33.5453572,-105.5722043
Civil,County Seat,Parker,3083,La Paz,012,AZ,04,34.1500162,-114.2891177
Census,-999,Vicksburg,597,La Paz,012,AZ,04,33.7444747,-113.7521564
Civil,-999,Sawyer,321,Choctaw,023,OK,40,34.0176638,-95.39540689
Census,-999,Woodlawn,209,Cleveland,025,AR,05,33.9667358,-92.0452384
Civil,-999,Paradise Valley,12820,Maricopa,013,AZ,04,33.5311541,-111.9426452
Civil,-999,Carefree,3363,Maricopa,013,AZ,04,33.8222611,-111.918203
Civil,-999,Collinsville,1624,Grayson,181,TX,48,33.5614982,-96.9111138
Census,-999,Descanso,1423,San Diego,073,CA,06,32.8528287,-116.6158525
Civil,-999,Westlake,992,Denton,121,TX,48,32.991235,-97.1950138
Census,-999,Standing Rock,168,Chambers,017,AL,01,33.0798443,-85.2530002
Census,-999,Ray,443,Coosa,037,AL,01,32.8873466,-86.0377439
Census,-999,Arivaca,695,Pima,019,AZ,04,31.5748121,-111.3323208
Census,-999,Bowie,449,Cochise,003,AZ,04,32.3264652,-109.4870088
Census,-999,Sunizona,281,Cochise,003,AZ,04,31.8820329,-109.6533992
Civil,-999,Wortham,1073,Freestone,161,TX,48,31.7879419,-96.4624814
Civil,-999,Salado,2126,Bell,027,TX,48,30.9471278,-97.5386205
Census,County Seat,Hilo,43263,Hawaii,001,HI,15,19.722474,-155.0868273
Census,-999,Waimea,9212,Hawaii,001,HI,15,20.0230556,-155.6716667
Census,-999,Anahola,2223,Kauai,007,HI,15,22.1422622,-159.3138837
Civil,-999,Marshall,414,Wade Hampton,270,AK,02,61.8777778,-162.0811111
Census,-999,Tatitlek,88,Valdez-Cordova,261,AK,02,60.8647222,-146.6786111
Census,-999,Central,96,Yukon-Koyukuk,290,AK,02,65.5725,-144.8030556
Census,-999,College,12964,Fairbanks North Star,090,AK,02,64.8569444,-147.8027778
Civil,-999,Shungnak,262,Northwest Arctic,188,AK,02,66.8880556,-157.1363889
Populated Place,-999,Corozal,10160,Corozal,047,PR,72,18.3410622,-66.3168357
Populated Place,-999,La Alianza,1947,Arecibo,013,PR,72,18.3974475,-66.6023952
Populated Place,-999,Moca,3861,Moca,099,PR,72,18.3946688,-67.1132356
Populated Place,-999,Salinas,4771,Salinas,123,PR,72,17.9774659,-66.297946
Populated Place,-999,Yabucoa,6047,Yabucoa,151,PR,72,18.0505201,-65.8793288
Populated Place,-999,Culebra,1590,Culebra,049,PR,72,18.3030119,-65.3009914
Populated Place,-999,La Dolores,3081,Rio Grande,119,PR,72,18.3755049,-65.8557195
Populated Place,-999,Bajandas,1309,Humacao,069,PR,72,18.1577384,-65.7815509
Populated Place,-999,Esperanza,1219,Vieques,147,PR,72,18.0971868,-65.4707144
Census,-999,Dupuyer,86,Pondera,073,MT,30,48.1924688,-112.499489
Census,-999,Hansville,3091,Kitsap,035,WA,53,47.9187044,-122.5543141
Census,-999,Pacific Beach,291,Grays Harbor,027,WA,53,47.2089734,-124.2032347
Census,-999,De Smet,175,Benewah,009,ID,16,47.1460098,-116.9157249
Census,-999,Kidder,57,Marshall,091,SD,46,45.8830142,-97.713435
Census,-999,Green Valley,133,Shawano,115,WI,55,44.7955497,-88.2703795
Census,-999,Beulah,73,Crook,011,WY,56,44.5444299,-104.089102
Census,-999,Plainfield,401,Washington,023,VT,50,44.2781151,-72.4264926
Census,-999,Hidden Spring,2280,Ada,001,ID,16,43.7198879,-116.2512553
Census,-999,Irvington,38,Kossuth,109,IA,19,43.0074676,-94.1955173
Census,-999,Hemlock,557,Livingston,051,NY,36,42.7942307,-77.6063849
Census,-999,Kysorville,110,Livingston,051,NY,36,42.6486757,-77.7927772
Census,-999,Likely,63,Modoc,049,CA,06,41.2304507,-120.5041193
Census,-999,Carpenter,94,Laramie,021,WY,56,41.0455384,-104.366623
Census,-999,Eden,600,Weber,057,UT,49,41.3004965,-111.8121612
Census,-999,Ross Corner,13,Sussex,037,NJ,34,41.1200965,-74.712664
Census,-999,Snydertown,483,Centre,027,PA,42,40.9842309,-77.5858289
Census,-999,Vicksburg,261,Union,119,PA,42,40.938695,-76.9880255
Census,-999,Winfield,900,Union,119,PA,42,40.9092517,-76.8552448
Census,-999,Wagner,128,Mifflin,087,PA,42,40.6814631,-77.3883244
Census,-999,East Salem,186,Juniata,067,PA,42,40.6089693,-77.2380417
Census,-999,Bird-in-Hand,402,Lancaster,071,PA,42,40.0373027,-76.1861822
Census,-999,Landisville,1893,Lancaster,071,PA,42,40.095374,-76.4099624
Census,-999,Pine Lake Park,8707,Ocean,029,NJ,34,40.0031729,-74.2565332
Census,-999,Midlothian,320,Allegany,001,MD,24,39.6342542,-78.9500246
Census,-999,Libertytown,950,Frederick,021,MD,24,39.4851016,-77.24026
Census,-999,Fulton,2049,Howard,027,MD,24,39.1509408,-76.9230307
Census,-999,Cascades,11912,Loudoun,107,VA,51,39.0465113,-77.3873019
Census,-999,Stone Ridge,7214,Loudoun,107,VA,51,38.9295809,-77.5552291
Census,-999,Annapolis,55,Crawford,033,IL,17,39.1444842,-87.8166964
Census,-999,Ravensworth,2466,Fairfax,059,VA,51,38.8040019,-77.2205379
Census,-999,Marshall,1480,Fauquier,061,VA,51,38.8648353,-77.8577726
Census,-999,Westphalia,202,Knox,083,IN,18,38.8628239,-87.2255694
Census,-999,Drytown,167,Amador,005,CA,06,38.4410213,-120.8543816
Census,-999,Allen,210,Wicomico,045,MD,24,38.2873423,-75.6879825
Census,-999,Vineland,251,Pueblo,101,CO,08,38.2455583,-104.4594147
Census,-999,Callaghan,348,Alleghany,005,VA,51,37.8120685,-80.0742278
Census,-999,Central Garage,1318,King William,101,VA,51,37.7440307,-77.13164
Census,-999,Tuttle,103,Merced,047,CA,06,37.2960525,-120.3787966
Census,-999,Old Fig Garden,5365,Fresno,019,CA,06,36.7988503,-119.8051527
Census,-999,Manchester,10804,Chesterfield,041,VA,51,37.48565,-77.53442
Census,-999,Camptown,766,Isle of Wight,093,VA,51,36.6833121,-76.8963905
Census,-999,El Duende,707,Rio Arriba,039,NM,35,36.0741889,-106.120024
Census,-999,Hernandez,946,Rio Arriba,039,NM,35,36.0628001,-106.1194685
Census,-999,Velarde,502,Rio Arriba,039,NM,35,36.1589119,-105.9747434
Census,-999,Jacona,412,Santa Fe,049,NM,35,35.8905811,-106.0422454
Census,-999,Nambe,1818,Santa Fe,049,NM,35,35.8933592,-105.9825221
Census,-999,San Pedro,184,Santa Fe,049,NM,35,35.2397644,-106.2094684
Census,-999,Tecolote,298,San Miguel,047,NM,35,35.4603222,-105.2805641
Census,-999,Millingport,599,Stanly,167,NC,37,35.3806977,-80.3050599
Census,-999,Paradise Hills,4256,Bernalillo,001,NM,35,35.2005982,-106.7011388
Census,-999,Pinopolis,948,Berkeley,015,SC,45,33.2265574,-80.0375825
Census,-999,Arrey,232,Sierra,051,NM,35,32.848685,-107.3191907
Census,-999,Lantana,6874,Denton,121,TX,48,33.09073,-97.12416
Census,-999,Fairacres,824,Dona Ana,013,NM,35,32.3039821,-106.8466728
Census,-999,San Miguel,1153,Dona Ana,013,NM,35,32.1553751,-106.7349993
Census,-999,Travis Ranch,2556,Kaufman,257,TX,48,32.8038915,-96.4759255
Census,-999,Glencoe,211,Saint Mary,101,LA,22,29.8057626,-91.6678929
Census,-999,Garden Grove,674,Hernando,053,FL,12,28.480275,-82.4350945
Census,-999,Point Roberts,1314,Whatcom,073,WA,53,48.9853824,-123.077974
Census,-999,Sekiu,27,Clallam,009,WA,53,48.2622995,-124.3013299
Census,-999,Trego,227,Washburn,129,WI,55,45.8996693,-91.8210099
Census,-999,Fairhaven,358,Stearns,145,MN,27,45.3216314,-94.2113753
Census,-999,Mount Hood,286,Hood River,027,OR,41,45.5378947,-121.568408
Census,-999,Dalton,206,Green Lake,047,WI,55,43.6569261,-89.2065051
Census,-999,Gotham,191,Richland,103,WI,55,43.2233214,-90.2915132
Census,-999,Central Bridge,593,Schoharie,095,NY,36,42.7111862,-74.3387443
Census,-999,Jasper,412,Lenawee,091,MI,26,41.7933831,-84.0405002
Census,-999,Baileyville,201,Centre,027,PA,42,40.7081186,-77.9852817
Census,-999,Gilson,190,Knox,095,IL,17,40.8617048,-90.2015111
Census,-999,Saint Francisville,179,Clark,045,MO,29,40.4583753,-91.569048
Census,-999,Olivet,428,Vermilion,183,IL,17,39.9419808,-87.6436329
Census,-999,Green Spring,218,Hampshire,027,WV,54,39.5317584,-78.6164037
Census,-999,East Enterprise,148,Switzerland,155,IN,18,38.8728383,-84.9880062
Census,-999,Amherstdale,350,Logan,045,WV,54,37.7853849,-81.809284
Census,-999,Irwin,69,Barton,011,MO,29,37.5886563,-94.2855035
Census,-999,Grayridge,127,Stoddard,207,MO,29,36.8242196,-89.780918
Census,-999,Hagarville,129,Johnson,071,AR,05,35.5156375,-93.3249015
Census,-999,Caroleen,652,Rutherford,161,NC,37,35.2809558,-81.7962123
Census,-999,Yonah,507,White,311,GA,13,34.6412066,-83.7535135
Census,-999,Shadybrook,1967,Cherokee,073,TX,48,32.1107995,-95.4212194
Census,-999,Bucks,32,Mobile,097,AL,01,31.0104583,-88.0241655
Census,-999,Cape Royale,670,San Jacinto,407,TX,48,30.6530431,-95.1265392
Census,-999,Egan,631,Acadia,001,LA,22,30.2368713,-92.505969
Census,-999,Fannett,2252,Jefferson,245,TX,48,29.9260505,-94.2507407
Census,-999,Laurier,1,Ferry,019,WA,53,48.9987931,-118.2241779
Census,-999,Malo,28,Ferry,019,WA,53,48.8015577,-118.6069689
Census,-999,Apple Canyon Lake,558,Jo Daviess,085,IL,17,42.42061,-90.15647
Census,-999,West Amana,135,Iowa,095,IA,19,41.808061,-91.9637905
Census,-999,Crown,183,Clarion,031,PA,42,41.3897854,-79.270876
Census,-999,Celeryville,210,Huron,077,OH,39,41.0297777,-82.7318459
Census,-999,Grassflat,511,Clearfield,033,PA,42,41.0025567,-78.1144542
Census,-999,Beaverdale,952,Des Moines,057,IA,19,40.8467046,-91.2084818
Census,-999,Sulphur Springs,194,Crawford,033,OH,39,40.8708902,-82.8771284
Census,-999,Dola,140,Hardin,065,OH,39,40.7831089,-83.69271
Census,-999,Mohrsville,383,Berks,011,PA,42,40.4739823,-75.9768784
Census,-999,Sturgeon,1710,Allegheny,003,PA,42,40.3847913,-80.2108919
Census,-999,Stonerstown,376,Bedford,009,PA,42,40.2167459,-78.2575122
Census,-999,Cochranville,668,Chester,029,PA,42,39.8917732,-75.9216133
Census,-999,Needmore,170,Fulton,057,PA,42,39.8459223,-78.1447292
Census,-999,Smock,583,Fayette,051,PA,42,39.9981312,-79.7830975
Census,-999,Darbydale,793,Franklin,049,OH,39,39.8536731,-83.1829679
Census,-999,Guffey,98,Park,093,CO,08,38.7511041,-105.521384
Census,-999,Savage,7054,Howard,027,MD,24,39.1378858,-76.8238615
Census,-999,Healy,234,Lane,101,KS,20,38.6000158,-100.6170867
Census,-999,Pine Valley,186,Washington,053,UT,49,37.3910907,-113.5141224
Census,-999,West Park,1157,Fresno,019,CA,06,36.7102258,-119.851258
Census,-999,Gwynn,602,Mathews,115,VA,51,37.5043003,-76.2885527
Census,County Seat,Conejos,58,Conejos,021,CO,08,37.0883453,-106.0197445
Census,-999,Arcadia,2634,Spartanburg,083,SC,45,34.9581764,-81.9906603
Census,-999,Tuskahoma,151,Pushmataha,127,OK,40,34.621826,-95.30041749
Census,-999,Warrenville,1233,Aiken,003,SC,45,33.5509706,-81.8039998
Populated Place,-999,El Tumbao,2511,Guanica,055,PR,72,18.004965,-66.8998984
Populated Place,-999,Warren,-999,Idaho,049,ID,16,45.2640724,-115.6765116
Populated Place,-999,Ola,-999,Gem,045,ID,16,44.1782228,-116.2926358
Populated Place,-999,Berenice,-999,Butte,023,ID,16,43.8276821,-112.9741683
Populated Place,-999,Aptakisic,-999,Lake,097,IL,17,42.182525,-87.9472943
Civil,-999,Wilton,732,Fairfield,001,CT,09,41.1953739,-73.4378988
Populated Place,-999,Powder Wash,-999,Moffat,081,CO,08,40.9457977,-108.3114847
Populated Place,-999,Glen Haven,-999,Larimer,069,CO,08,40.4538722,-105.4491614
Populated Place,-999,Irondale,-999,Adams,001,CO,08,39.8494303,-104.8971991
Populated Place,-999,Bond,-999,Eagle,037,CO,08,39.8744314,-106.6872591
Populated Place,-999,Whitewater,-999,Mesa,077,CO,08,38.9910934,-108.4534226
Populated Place,-999,Snowmass,-999,Pitkin,097,CO,08,39.3316513,-106.986156
Populated Place,-999,Pikeview,-999,El Paso,041,CO,08,38.9152705,-104.8221988
Populated Place,-999,La Garita,-999,Saguache,109,CO,08,37.8408348,-106.2466966
Populated Place,-999,Sargents,-999,Saguache,109,CO,08,38.404163,-106.415028
Populated Place,-999,Mosca,-999,Alamosa,003,CO,08,37.6483347,-105.8739101
Populated Place,-999,San Pablo,-999,Costilla,023,CO,08,37.1491837,-105.3969555
Populated Place,-999,Two Guns,-999,Coconino,005,AZ,04,35.1177914,-111.0934765
Populated Place,-999,Marble Canyon,-999,Coconino,005,AZ,04,36.8155432,-111.6376612
Populated Place,-999,Henderson,-999,Baxter,005,AR,05,36.3806216,-92.2276564
Populated Place,-999,Halliday,-999,Greene,055,AR,05,36.1214559,-90.4342711
Populated Place,-999,Compton,-999,Newton,101,AR,05,36.0967415,-93.3026808
Populated Place,-999,Murray,-999,Newton,101,AR,05,35.9300783,-93.3118466
Populated Place,-999,Jamestown,-999,Independence,063,AR,05,35.6967446,-91.7045847
Populated Place,-999,Searles,-999,Kern,029,CA,06,35.4838485,-117.6353383
Populated Place,-999,Cecil,-999,Franklin,047,AR,05,35.438698,-93.9446447
Populated Place,-999,Springfield,-999,Conway,029,AR,05,35.2675809,-92.5576595
Populated Place,-999,Birta,-999,Yell,149,AR,05,35.0173117,-93.1335098
Populated Place,-999,Wheeler Springs,-999,Ventura,111,CA,06,34.5080466,-119.2915028
Populated Place,-999,Morgan City,-999,Morgan,103,AL,01,34.4720365,-86.5697136
Populated Place,-999,Moulton Heights,-999,Morgan,103,AL,01,34.5973145,-87.0144541
Populated Place,-999,Isbell,-999,Franklin,059,AL,01,34.4553732,-87.7539211
Populated Place,-999,Highland,-999,Pike,109,AR,05,34.0353884,-93.7721273
Populated Place,-999,Alpine,1849,Clark,019,AR,05,34.2289863,-93.3790695
Populated Place,-999,Willow,-999,Dallas,039,AR,05,34.1337085,-92.7462753
Populated Place,-999,Manning,-999,Dallas,039,AR,05,34.0212107,-92.7929425
Populated Place,-999,Ramsey,-999,Dallas,039,AR,05,33.8742707,-92.5537684
Populated Place,-999,Kelso,-999,Desha,041,AR,05,33.7976062,-91.2706717
Populated Place,-999,Halley,-999,Desha,041,AR,05,33.5356678,-91.3248387
Populated Place,-999,Blackwells,-999,Cobb,067,GA,13,33.994823,-84.5179877
Populated Place,-999,Edgemont,-999,Riverside,065,CA,06,33.9202949,-117.2786518
Populated Place,-999,DeArmanville,-999,Calhoun,015,AL,01,33.6264941,-85.7513516
Populated Place,-999,Kent,-999,Ouachita,103,AR,05,33.6256678,-92.813218
Populated Place,-999,Winterboro,-999,Talladega,121,AL,01,33.3215007,-86.1969178
Populated Place,-999,Gracewood,-999,Richmond,245,GA,13,33.3726402,-82.0320618
Populated Place,-999,Flinn Springs,-999,San Diego,073,CA,06,32.8550504,-116.8525246
Populated Place,-999,Ligurta,-999,Yuma,027,AZ,04,32.6744925,-114.2949421
Populated Place,-999,Kelvin,-999,Pinal,021,AZ,04,33.1114513,-110.9734458
Populated Place,-999,Skipperton,-999,Bibb,021,GA,13,32.743753,-83.6924061
Populated Place,-999,Hayneville,-999,Houston,153,GA,13,32.3834878,-83.6207352
Populated Place,-999,Milstead,-999,Macon,087,AL,01,32.4426379,-85.8974579
Populated Place,-999,Portal,-999,Cochise,003,AZ,04,31.9137028,-109.1414495
Populated Place,-999,Finleyson,-999,Pulaski,235,GA,13,32.1298914,-83.5007259
Populated Place,-999,Shingler,-999,Worth,321,GA,13,31.5782353,-83.7846187
Populated Place,-999,McKinnon,-999,Wayne,305,GA,13,31.425218,-81.9267805
Populated Place,-999,Yarbo,-999,Washington,129,AL,01,31.5437741,-88.2777907
Populated Place,-999,Stockton,-999,Lanier,173,GA,13,30.9393746,-82.999587
Populated Place,-999,Alliance,-999,Jackson,063,FL,12,30.6099162,-85.1135339
Populated Place,-999,Bruce,-999,Walton,131,FL,12,30.4724182,-85.9652142
Populated Place,-999,Jamieson,-999,Gadsden,039,FL,12,30.6626947,-84.4504642
Populated Place,-999,Hanson,-999,Madison,079,FL,12,30.5515977,-83.3670925
Populated Place,-999,Pinland,-999,Taylor,123,FL,12,30.0179926,-83.5279233
Populated Place,-999,New River,-999,Bradford,007,FL,12,29.9610739,-82.2653869
Populated Place,-999,Gulf Hammock,-999,Levy,075,FL,12,29.2530218,-82.7309452
Populated Place,-999,Marathon Shores,-999,Monroe,087,FL,12,24.7256965,-81.0484058
Populated Place,-999,Punaluâ€˜u,-999,Hawaii,001,HI,15,19.1369532,-155.5046028
Civil,-999,Oakfield,-999,Aroostook,003,ME,23,46.0989408,-68.1500246
Populated Place,-999,Aura,-999,Baraga,013,MI,26,46.862707,-88.3187372
Populated Place,-999,Salem,-999,Franklin,007,ME,23,44.9006121,-70.278122
Populated Place,-999,Stratton,-999,Franklin,007,ME,23,45.1411653,-70.4406231
Civil,-999,Gouldsboro,-999,Hancock,009,ME,23,44.478412,-68.0383389
Civil,-999,Whitefield,-999,Lincoln,015,ME,23,44.1700735,-69.6253223
Civil,-999,Phippsburg,-999,Sagadahoc,023,ME,23,43.820638,-69.8147684
Civil,County Seat,Alfred,-999,York,031,ME,23,43.476471,-70.7183902
Civil,-999,Wells,-999,York,031,ME,23,43.3220301,-70.5808867
Populated Place,-999,Tara,-999,Webster,187,IA,19,42.5002487,-94.2957997
Populated Place,-999,Glenridge,-999,Norfolk,021,MA,25,42.2459306,-71.3214465
Populated Place,-999,Viola,-999,Linn,113,IA,19,42.09185,-91.38728
Populated Place,-999,Jordan,-999,Boone,015,IA,19,42.0491506,-93.7841128
Populated Place,-999,Moingona,-999,Boone,015,IA,19,42.0169273,-93.9324517
Populated Place,-999,Metz,-999,Steuben,151,IN,18,41.6161614,-84.8394033
Populated Place,-999,Aboite,-999,Allen,003,IN,18,41.0008805,-85.3180293
Populated Place,-999,Linby,-999,Jefferson,101,IA,19,41.1505707,-92.14129
Populated Place,-999,Majenica,-999,Huntington,069,IN,18,40.7700454,-85.4533073
Populated Place,-999,Troy,-999,Davis,051,IA,19,40.7486345,-92.2026807
Populated Place,-999,Merna,-999,McLean,113,IL,17,40.5167017,-88.8259031
Populated Place,-999,Jamesburg,-999,Vermilion,183,IL,17,40.2622585,-87.7489134
Populated Place,-999,Elizaville,-999,Boone,011,IN,18,40.1267054,-86.3758316
Populated Place,-999,Winifred,-999,Marshall,117,KS,20,39.7694448,-96.4808477
Populated Place,-999,Woodlawn,-999,Cecil,015,MD,24,39.6342774,-76.0757828
Populated Place,-999,Zion,-999,Cecil,015,MD,24,39.675667,-75.9649448
Populated Place,-999,Putnam,-999,Harford,025,MD,24,39.565384,-76.4602416
Populated Place,-999,Blackhorse,-999,Harford,025,MD,24,39.623994,-76.5510782
Populated Place,-999,Hess,-999,Harford,025,MD,24,39.5559392,-76.5255218
